eventId,participantId,eventToken,action,timestamp_local,timestamp_utcoffset,eventType,eventDate,noSpecifiedTime,startTime,endTime,priority,reminderPrior,reminderPriorSixth,reminderPriorQuarter,reminderPriorHalf,reminderPriorWhole,reminderAtEvent,completed,recurring,recurringStartDate,recurringEndDate,recurringFrequency,recurringSunday,recurringMonday,recurringTuesday,recurringWednesday,recurringThursday,recurringFriday,recurringSaturday,recurringHide,isHealthTrack,healthTrackGoal,healthTrackData,healthTrackType
2116,122,EC4EA5C6-1B02-4033-84A3-425352E20869,create,11/10/21 15:35,-800,scheduled,11/10/21,0,14:45:00,17:15:00,0,0,0,0,0,0,1,0,0,11/10/21,,none,0,0,0,0,0,0,0,0,0,,,
2125,122,EC4EA5C6-1B02-4033-84A3-425352E20869,edit,11/10/21 15:38,-800,scheduled,11/10/21,0,14:45:00,17:15:00,1,0,0,0,0,0,1,0,0,11/10/21,,none,0,0,0,0,0,0,0,0,0,,,
2147,122,EC4EA5C6-1B02-4033-84A3-425352E20869,edit,11/10/21 15:41,-800,scheduled,11/10/21,0,14:45:00,17:15:00,1,0,0,0,0,0,1,0,0,11/10/21,,none,0,0,0,0,0,0,0,0,0,,,
2174,122,EC4EA5C6-1B02-4033-84A3-425352E20869,delete,11/10/21 15:49,-800,scheduled,11/10/21,0,14:45:00,17:15:00,1,0,0,0,0,0,1,0,0,11/10/21,,none,0,0,0,0,0,0,0,0,0,,,
2197,122,7FB234A8-A7F3-4499-91F5-120985593A28,create,11/10/21 15:54,-800,scheduled,11/17/21,0,14:45:00,17:15:00,1,0,0,0,0,0,1,0,1,11/17/21,12/29/21,weekly,0,0,0,1,0,0,0,0,0,,,
2211,122,ADE0B4CC-ED47-4119-9995-E2FDEB55E262,create,11/10/21 15:57,-800,scheduled,11/15/21,0,11:00:00,13:00:00,1,0,0,0,0,0,1,0,0,11/15/21,,none,0,0,0,0,0,0,0,0,0,,,
2215,122,ADE0B4CC-ED47-4119-9995-E2FDEB55E262,edit,11/10/21 15:58,-800,scheduled,11/15/21,0,11:00:00,13:00:00,1,0,0,0,0,0,1,0,0,11/15/21,,none,0,0,0,0,0,0,0,0,0,,,
2216,122,ADE0B4CC-ED47-4119-9995-E2FDEB55E262,complete,11/10/21 15:58,-800,scheduled,11/15/21,0,11:00:00,13:00:00,1,0,0,0,0,0,1,1,0,11/15/21,,none,0,0,0,0,0,0,0,0,0,,,
2220,122,ADE0B4CC-ED47-4119-9995-E2FDEB55E262,delete,11/10/21 15:59,-800,scheduled,11/15/21,0,11:00:00,13:00:00,1,0,0,0,0,0,1,0,0,11/15/21,,none,0,0,0,0,0,0,0,0,0,,,
2230,122,EF71EE1A-4001-4724-B07E-E396B3D75400,create,11/10/21 16:01,-800,scheduled,11/15/21,0,11:00:00,12:00:00,1,0,0,0,0,0,1,0,1,11/15/21,12/29/21,weekly,0,0,0,1,0,0,0,0,0,,,
2238,122,2EB1FB3E-67F9-40B0-90F3-74FCDC5F9C28,create,11/10/21 16:05,-800,scheduled,11/11/21,0,9:30:00,10:10:00,0,0,0,0,0,0,1,0,1,11/11/21,12/29/21,daily,0,0,0,0,0,0,0,0,0,,,
2255,122,2EB1FB3E-67F9-40B0-90F3-74FCDC5F9C28,edit,11/10/21 16:09,-800,scheduled,11/11/21,0,9:30:00,10:10:00,0,0,0,0,0,0,1,0,1,11/11/21,12/29/21,daily,0,0,0,0,0,0,0,0,0,,,
2428,122,2EB1FB3E-67F9-40B0-90F3-74FCDC5F9C28,delete,11/11/21 9:32,-800,scheduled,11/11/21,0,9:30:00,10:10:00,0,0,0,0,0,0,1,0,0,11/11/21,12/29/21,daily,0,0,0,0,0,0,0,0,0,,,
3545,122,4047F4CC-904B-4793-938C-A0301AD4EF5E,create,11/17/21 8:19,-800,scheduled,11/18/21,0,10:45:00,12:15:00,0,0,0,0,0,0,1,0,0,11/18/21,,none,0,0,0,0,0,0,0,0,0,,,
3546,122,99829290-CB71-4993-A51E-B07234ABAA82,create,11/17/21 8:26,-800,scheduled,11/19/21,0,8:45:00,10:30:00,1,0,0,0,0,0,1,0,0,11/19/21,,none,0,0,0,0,0,0,0,0,0,,,
3547,122,4047F4CC-904B-4793-938C-A0301AD4EF5E,edit,11/17/21 8:27,-800,scheduled,11/18/21,0,10:45:00,12:15:00,1,0,0,0,0,0,1,0,0,11/18/21,,none,0,0,0,0,0,0,0,0,0,,,
