eventId,participantId,eventToken,action,timestamp_local,timestamp_utcoffset,eventType,eventDate,noSpecifiedTime,startTime,endTime,priority,reminderPrior,reminderPriorSixth,reminderPriorQuarter,reminderPriorHalf,reminderPriorWhole,reminderAtEvent,completed,recurring,recurringStartDate,recurringEndDate,recurringFrequency,recurringSunday,recurringMonday,recurringTuesday,recurringWednesday,recurringThursday,recurringFriday,recurringSaturday,recurringHide,isHealthTrack,healthTrackGoal,healthTrackData,healthTrackType
1695,101,1B78FD50-142F-41B2-AF14-08A488200A62,create,11/9/21 10:34,-800,scheduled,11/9/21,0,13:00:00,16:00:00,1,0,0,0,0,0,1,0,0,11/9/21,,none,0,0,0,0,0,0,0,0,0,,,
1707,101,C5BE7B60-334B-4FD8-A988-9E6604ECE5AC,create,11/9/21 10:36,-800,scheduled,11/9/21,0,19:00:00,20:30:00,1,0,0,0,0,0,1,0,0,11/9/21,,none,0,0,0,0,0,0,0,0,0,,,
1727,101,C5BE7B60-334B-4FD8-A988-9E6604ECE5AC,edit,11/9/21 10:39,-800,scheduled,11/9/21,0,19:00:00,20:30:00,1,0,0,0,0,0,1,0,0,11/9/21,,none,0,0,0,0,0,0,0,0,0,,,
1739,101,C5BE7B60-334B-4FD8-A988-9E6604ECE5AC,edit,11/9/21 10:43,-800,scheduled,11/9/21,0,19:00:00,20:30:00,1,0,0,0,0,0,1,0,0,11/9/21,,none,0,0,0,0,0,0,0,0,0,,,
1749,101,C5BE7B60-334B-4FD8-A988-9E6604ECE5AC,edit,11/9/21 10:47,-800,scheduled,11/9/21,0,19:00:00,20:30:00,1,0,0,0,0,1,1,0,0,11/9/21,,none,0,0,0,0,0,0,0,0,0,,,
1764,101,1B78FD50-142F-41B2-AF14-08A488200A62,complete,11/9/21 10:53,-800,scheduled,11/9/21,0,13:00:00,16:00:00,1,0,0,0,0,0,1,1,0,11/9/21,,none,0,0,0,0,0,0,0,0,0,,,
1765,101,1B78FD50-142F-41B2-AF14-08A488200A62,complete,11/9/21 10:54,-800,scheduled,11/9/21,0,13:00:00,16:00:00,1,0,0,0,0,0,1,0,0,11/9/21,,none,0,0,0,0,0,0,0,0,0,,,
1766,101,1B78FD50-142F-41B2-AF14-08A488200A62,complete,11/9/21 10:54,-800,scheduled,11/9/21,0,13:00:00,16:00:00,1,0,0,0,0,0,1,1,0,11/9/21,,none,0,0,0,0,0,0,0,0,0,,,
1783,101,8A4ED6D6-0C6A-4FCC-A296-C1E1480BD938,create,11/9/21 10:58,-800,scheduled,11/11/21,0,12:00:00,16:00:00,1,0,0,0,0,0,1,0,1,11/11/21,,weekly,0,0,0,0,1,0,0,0,0,,,
1799,101,8A4ED6D6-0C6A-4FCC-A296-C1E1480BD938,complete,11/9/21 11:04,-800,scheduled,11/11/21,0,12:00:00,16:00:00,1,0,0,0,0,0,1,1,0,11/11/21,,weekly,0,0,0,0,1,0,0,0,0,,,
