eventId,participantId,eventToken,action,timestamp_local,timestamp_utcoffset,eventType,eventDate,noSpecifiedTime,startTime,endTime,priority,reminderPrior,reminderPriorSixth,reminderPriorQuarter,reminderPriorHalf,reminderPriorWhole,reminderAtEvent,completed,recurring,recurringStartDate,recurringEndDate,recurringFrequency,recurringSunday,recurringMonday,recurringTuesday,recurringWednesday,recurringThursday,recurringFriday,recurringSaturday,recurringHide,isHealthTrack,healthTrackGoal,healthTrackData,healthTrackType
1355,114,7E94D80A-6527-4A79-BE71-1BD1C509ECDA,create,11/4/21 12:13,-700,scheduled,11/4/21,0,16:10:00,17:00:00,1,0,0,0,0,1,1,0,0,11/4/21,,none,0,0,0,0,0,0,0,0,0,,,
1679,114,29D2866B-657E-4AC9-A0D2-C2ECF812D476,create,11/9/21 10:31,-800,scheduled,11/10/21,0,11:00:00,11:30:00,1,0,0,0,0,1,1,0,0,11/10/21,,none,0,0,0,0,0,0,0,0,1,,,phex
1699,114,D15E6398-296B-4B17-8CA7-153AF3A3C389,create,11/9/21 10:35,-800,scheduled,11/9/21,0,8:00:00,9:00:00,1,0,0,0,0,0,1,0,1,11/9/21,,daily,0,0,0,0,0,0,0,0,0,,,
1710,114,4E0632FA-FF52-44BF-8C34-E18093C99F7B,create,11/9/21 10:36,-800,scheduled,11/9/21,0,14:15:00,15:15:00,1,0,0,0,0,0,1,0,0,11/9/21,,none,0,0,0,0,0,0,0,0,0,,,
1722,114,A7998533-EBDB-46E8-82F2-3C1F92209B1B,create,11/9/21 10:38,-800,scheduled,11/9/21,0,12:15:00,13:15:00,1,0,0,0,0,0,1,0,0,11/9/21,,none,0,0,0,0,0,0,0,0,0,,,
1731,114,A427A85B-79F1-4059-BED3-59203671996F,create,11/9/21 10:40,-800,scheduled,11/9/21,0,13:35:00,14:35:00,0,0,0,0,0,0,1,0,0,11/9/21,,none,0,0,0,0,0,0,0,0,0,,,
1773,114,08B4D330-4A5A-4C8E-91A2-F14D7D61CE43,create,11/9/21 10:57,-800,scheduled,11/9/21,0,10:00:00,12:05:00,0,0,0,0,0,1,1,0,1,11/9/21,,weekly,0,0,1,0,0,0,0,0,1,,,meex
1836,114,FEB666E3-A650-45BC-9F2F-AF8DE384FF4D,create,11/9/21 11:23,-800,scheduled,11/23/21,0,7:00:00,21:00:00,1,0,1,0,0,0,1,0,0,11/23/21,,none,0,0,0,0,0,0,0,0,0,,,
1847,114,0492AC3A-FE71-4CE8-B77D-002AA743035E,create,11/9/21 11:29,-800,scheduled,11/9/21,0,8:30:00,8:40:00,0,0,0,0,0,0,1,0,1,11/9/21,,daily,0,0,0,0,0,0,0,0,0,,,
1857,114,DEE2F0FE-A4A0-4946-99F9-10A317F74ABB,create,11/9/21 11:31,-800,scheduled,11/9/21,0,18:30:00,19:40:00,0,0,0,0,0,0,1,0,1,11/9/21,,daily,0,0,0,0,0,0,0,0,0,,,
1889,114,D15E6398-296B-4B17-8CA7-153AF3A3C389,edit,11/9/21 11:37,-800,scheduled,11/9/21,0,8:00:00,9:00:00,0,0,0,0,0,0,1,0,1,11/9/21,,daily,0,0,0,0,0,0,0,0,0,,,
1930,114,0492AC3A-FE71-4CE8-B77D-002AA743035E,complete,11/9/21 14:37,-800,scheduled,11/9/21,0,8:30:00,8:40:00,0,0,0,0,0,0,1,1,0,11/9/21,,daily,0,0,0,0,0,0,0,0,0,,,
1931,114,D15E6398-296B-4B17-8CA7-153AF3A3C389,complete,11/9/21 11:37,-800,scheduled,11/9/21,0,8:00:00,9:00:00,0,0,0,0,0,0,1,1,0,11/9/21,,daily,0,0,0,0,0,0,0,0,0,,,
1932,114,08B4D330-4A5A-4C8E-91A2-F14D7D61CE43,complete,11/9/21 14:37,-800,scheduled,11/9/21,0,10:00:00,12:05:00,0,0,0,0,0,1,1,1,0,11/9/21,,weekly,0,0,1,0,0,0,0,0,1,,5,meex
1933,114,A7998533-EBDB-46E8-82F2-3C1F92209B1B,complete,11/9/21 14:37,-800,scheduled,11/9/21,0,12:15:00,13:15:00,1,0,0,0,0,0,1,1,0,11/9/21,,none,0,0,0,0,0,0,0,0,0,,,
